name,address,amenities,street,city,state,zipcode,minprice,maxprice,minbed,maxbed,building_type,date,Latitude,Longitude
Southpark Crossing Apartments,"1701 Oak Hill Ln, Austin, TX 78744",0,1701 Oak Hill Ln, Austin,TX,78744,1250,1590,1,2,APT,2023-10-25 18:16:07,30.16281639999999,-97.7845487
Citizen House Blue Bluff,"10346 Blue Bluff Rd, Austin, TX 78724",0,10346 Blue Bluff Rd, Austin,TX,78724,1380,1705,1,0,APT,2023-10-25 18:16:07,30.321621,-97.58361389999999
The Martingale,"8100 S Congress Ave, Austin, TX 78745",0,8100 S Congress Ave, Austin,TX,78745,1480,1610,1,0,APT,2023-10-25 18:16:07,30.1782531,-97.78583019999999
The Ranch Apartments,"9400 W Parmer Ln, Austin, TX 78717",0,9400 W Parmer Ln, Austin,TX,78717,1280,1910,1,3,APT,2023-10-25 18:16:07,30.480374,-97.7659305
Bell Quarry Hill,"7000 Convict Hill Rd, Austin, TX 78749",0,7000 Convict Hill Rd, Austin,TX,78749,1249,4858,1,0,APT,2023-10-25 18:16:07,30.2299399,-97.87825269999999
Cortland Southpark Meadows,"420 Slaughter Ln W, Austin, TX 78748",0,420 Slaughter Ln W, Austin,TX,78748,1372,1473,1,0,APT,2023-10-25 18:16:07,30.1721681,-97.7971585
Falconhead,"3400 Ranch Road 620 S, Austin, TX 78738",0,3400 Ranch Road 620 S, Austin,TX,78738,1293,2499,1,0,APT,2023-10-25 18:16:07,30.3255721,-97.9630111
Park At Crestview,"8200-8220 Research Blvd, Austin, TX 78758",0,8200-8220 Research Blvd, Austin,TX,78758,1245,1280,1,3,APT,2023-10-25 18:16:07,30.3541599,-97.7156394
The Trails at Canyon Creek,"9807 N FM 620 Rd N, Austin, TX 78726",0,9807 N FM 620 Rd N, Austin,TX,78726,1159,1449,1,2,APT,2023-10-25 18:16:07,30.4380155,-97.83613749999999
The Mont,"2405 Montopolis Dr, Austin, TX 78741",0,2405 Montopolis Dr, Austin,TX,78741,1120,1720,1,2,APT,2023-10-25 18:16:07,30.2197409,-97.7065538
Settlers Ridge Apartments,"12800 Harrisglen Dr, Austin, TX 78753",0,12800 Harrisglen Dr, Austin,TX,78753,1235,1955,1,3,APT,2023-10-25 18:16:07,30.4007348,-97.65315799999999
The Breakers on the Lake,"1500 E Riverside Dr, Austin, TX 78741",0,1500 E Riverside Dr, Austin,TX,78741,1389,1550,1,0,APT,2023-10-25 18:16:07,30.2467924,-97.7310191
Tree,"3715 S 1st St, Austin, TX 78704",0,3715 S 1st St, Austin,TX,78704,1527,0,1,0,APT,2023-10-25 18:16:07,30.2287612,-97.76696779999999
Parmer Place,"12101 Dessau Rd, Austin, TX 78754",0,12101 Dessau Rd, Austin,TX,78754,1211,2341,1,3,APT,2023-10-25 18:16:07,30.3815263,-97.6510538
Auro Crossing Apartments,"16400 FM 1325, Austin, TX 78681",0,16400 FM 1325, Austin,TX,78681,1264,0,1,2,APT,2023-10-25 18:16:07,30.475901,-97.68792189999999
Chandelier,"2336 Douglas St, Austin, TX 78741",0,2336 Douglas St, Austin,TX,78741,943,1480,1,2,APT,2023-10-25 18:16:07,30.2276908,-97.7340444
Spring Villas,"7450 Bluff Springs Rd, Austin, TX 78744",0,7450 Bluff Springs Rd, Austin,TX,78744,1149,1257,1,2,APT,2023-10-25 18:16:07,30.1775119,-97.7701074
NoA on McNeil Townhomes + Flats,"6280 McNeil Ranch Dr, Austin, TX 78729",0,6280 McNeil Ranch Dr, Austin,TX,78729,1450,2190,1,0,APT,2023-10-25 18:16:07,30.442148,-97.74913500000001
Aero Riverside,"2201 Willow Creek Dr, Austin, TX 78741",0,2201 Willow Creek Dr, Austin,TX,78741,981,2324,1,2,APT,2023-10-25 18:16:07,30.230289,-97.729232
McKinney Falls Apartments,"6625 McKinney Falls Pky, Austin, TX 78744",0,6625 McKinney Falls Pky, Austin,TX,78744,0,0,2,4,APT,2023-10-25 18:16:07,30.1700631,-97.72093480000001
The Copeland,"2511 W Braker Ln, Austin, TX 78758",0,2511 W Braker Ln, Austin,TX,78758,1369,1603,1,0,APT,2023-10-25 18:16:07,30.3899966,-97.7184992
Riverhorse Ranch Apartments,"1525 Grand Avenue Pky, Pflugerville, TX 78660",0,1525 Grand Avenue Pky, Pflugerville,TX,78660,1190,1450,1,2,APT,2023-10-25 18:16:07,30.4556665,-97.65822589999999
Riverhorse Ranch 2 Apartments,"16101 White River Blvd, Pflugerville, TX 78660",0,16101 White River Blvd, Pflugerville,TX,78660,1205,1450,1,2,APT,2023-10-25 18:16:07,30.45459,-97.65512079999999
Vineyard,"14199 N Interstate 35, Pflugerville, TX 78660",0,14199 N Interstate 35, Pflugerville,TX,78660,1238,1606,1,0,APT,2023-10-25 18:16:07,30.4316531,-97.668984
View at Estancia,"827 Camino Vaquero Pky, Manchaca, TX 78652",0,827 Camino Vaquero Pky, Manchaca,TX,78652,1225,1605,1,2,APT,2023-10-25 18:16:07,30.1234623,-97.8046364
Bellingham Park,"6816 Boyce Ln, Manor, TX 78653",0,6816 Boyce Ln, Manor,TX,78653,1040,1259,1,3,APT,2023-10-25 18:16:07,30.3589162,-97.60417220000001
Texan Pearl,"2515 Pearl St, Austin, TX 78705",0,2515 Pearl St, Austin,TX,78705,1495,1820,1,0,APT,2023-10-25 18:16:07,30.2904944,-97.74612479999999
Belterra Springs,"761 Trinity Hills Dr, Austin, TX 78737",0,761 Trinity Hills Dr, Austin,TX,78737,1481,1826,1,0,APT,2023-10-25 18:16:07,30.1994099,-97.98163799999999
Urban North,"8101 San Felipe Blvd, Austin, TX 78729",0,8101 San Felipe Blvd, Austin,TX,78729,1381,1484,1,2,APT,2023-10-25 18:16:07,30.4376725,-97.77070379999999
The Langdon on Parmer,"12430 Metric Blvd, Austin, TX 78758",0,12430 Metric Blvd, Austin,TX,78758,1365,2232,1,2,APT,2023-10-25 18:16:07,30.4128984,-97.6928411
Towne Oaks I Apartments,"500 E Anderson Ln, Austin, TX 78752",0,500 E Anderson Ln, Austin,TX,78752,1100,0,1,2,APT,2023-10-25 18:16:07,30.3426094,-97.7012597
Crestwood,"1714 Patton Ln, Austin, TX 78723",0,1714 Patton Ln, Austin,TX,78723,1445,0,1,3,APT,2023-10-25 18:16:07,30.3189234,-97.6880067
Artisan Apartments & Shops,"8701 W Parmer Ln, Austin, TX 78729",0,8701 W Parmer Ln, Austin,TX,78729,1221,1773,1,3,APT,2023-10-25 18:16:07,30.46703549999999,-97.7635292
Promesa,"9415 McNeil Dr, Austin, TX 78750",0,9415 McNeil Dr, Austin,TX,78750,1210,1536,1,0,APT,2023-10-25 18:16:07,30.3949155,-97.827891
The Park at Monterey Oaks,"4701 Monterey Oaks Blvd, Austin, TX 78749",0,4701 Monterey Oaks Blvd, Austin,TX,78749,1275,2400,1,0,APT,2023-10-25 18:16:07,30.2311322,-97.83857429999999
33Hundred,"3300 W Wells Branch Pky, Austin, TX 78728",0,3300 W Wells Branch Pky, Austin,TX,78728,1240,2189,1,0,APT,2023-10-25 18:16:07,30.4406574,-97.6955443
Travis at the Lake,"2208 North FM 620, Austin, TX 78734",0,2208 North FM 620, Austin,TX,78734,1288,2027,1,2,APT,2023-10-25 18:16:07,30.3849262,-97.9440025
Davies Ranch,"12113 Dessau Rd, Austin, TX 78754",0,12113 Dessau Rd, Austin,TX,78754,1365,1460,1,0,APT,2023-10-25 18:16:07,30.3828419,-97.6499343
The Kelsey at Scofield Farms,"1501 w Howard Ln, Austin, TX 78753",0,1501 w Howard Ln, Austin,TX,78753,1346,1646,1,0,APT,2023-10-25 18:16:07,30.4254213,-97.6741692
Villas of La Costa Apartments,"1016 Camino La Costa, Austin, TX 78752",0,1016 Camino La Costa, Austin,TX,78752,1140,1275,1,2,APT,2023-10-25 18:16:07,30.3264588,-97.7014033
Gardens At Westgate,"2703 Windswept Cv, Austin, TX 78745",0,2703 Windswept Cv, Austin,TX,78745,1295,1495,1,0,APT,2023-10-25 18:16:07,30.2294367,-97.8019367
The Vista on Brodie,"8515 Brodie Ln, Austin, TX 78745",0,8515 Brodie Ln, Austin,TX,78745,1346,1874,1,0,APT,2023-10-25 18:16:07,30.1976449,-97.839885
Sonterra Luxury Apartment Homes,"8801 N FM 620, Austin, TX 78726",0,8801 N FM 620, Austin,TX,78726,1212,1999,1,2,APT,2023-10-25 18:16:07,30.4269549,-97.84238169999999
The Park on Brodie Lane,"6607 Brodie Ln, Austin, TX 78745",0,6607 Brodie Ln, Austin,TX,78745,1287,1883,1,3,APT,2023-10-25 18:16:07,30.2164176,-97.8260449
Lenox Grand,"13505 Burnet Rd, Austin, TX 78727",0,13505 Burnet Rd, Austin,TX,78727,1534,1759,1,0,APT,2023-10-25 18:16:07,30.4340611,-97.69823009999999
Canyon Springs,"7700 N Capital of Texas Hwy N, Austin, TX 78731",0,7700 N Capital of Texas Hwy N, Austin,TX,78731,1331,2864,1,2,APT,2023-10-25 18:16:07,30.3770867,-97.7820529
A Country Place,"9971 Quail Blvd, Austin, TX 78758",0,9971 Quail Blvd, Austin,TX,78758,1050,1440,1,2,APT,2023-10-25 18:16:07,30.3717323,-97.7003902
Nolina Flats,"8021 N FM 620, Austin, TX 78726",0,8021 N FM 620, Austin,TX,78726,1172,1946,1,3,APT,2023-10-25 18:16:07,30.4144951,-97.84476149999999
Astra Avery Ranch,"13100 Avery Ranch Blvd, Austin, TX 78717",0,13100 Avery Ranch Blvd, Austin,TX,78717,1418,2954,1,3,APT,2023-10-25 18:16:07,30.48891739999999,-97.8014058
Ocotillo,"8000 Highway 290 W, Austin, TX 78736",0,8000 Highway 290 W, Austin,TX,78736,1253,1524,1,2,APT,2023-10-25 18:16:07,30.2318462,-97.88989149999999
Nichols Park,"5001 Convict Hill Rd, Austin, TX 78749",0,5001 Convict Hill Rd, Austin,TX,78749,1175,1270,1,2,APT,2023-10-25 18:16:07,30.2167652,-97.85315779999999
Silver Creek Apartments,"2900 S 1st St, Austin, TX 78704",0,2900 S 1st St, Austin,TX,78704,1185,1425,1,2,APT,2023-10-25 18:16:07,30.23726679999999,-97.7648028
Paloma,"9911 Dessau Rd, Austin, TX 78754",0,9911 Dessau Rd, Austin,TX,78754,1338,2442,1,0,APT,2023-10-25 18:16:07,30.3569983,-97.6708769
Magnolia Court,"1114 Camino La Costa, Austin, TX 78752",0,1114 Camino La Costa, Austin,TX,78752,1080,1350,1,2,APT,2023-10-25 18:16:07,30.3243229,-97.69806419999999
Terrazzo,"8585 Spicewood Springs Rd, Austin, TX 78759",0,8585 Spicewood Springs Rd, Austin,TX,78759,1181,1624,1,2,APT,2023-10-25 18:16:07,30.4332102,-97.77731349999999
Stone Oak @ Parmer,"5400 W Parmer Ln, Austin, TX 78727",0,5400 W Parmer Ln, Austin,TX,78727,1304,1662,1,2,APT,2023-10-25 18:16:07,30.4366936,-97.7322748
Northland at the Arboretum,"11500 Jollyville Rd, Austin, TX 78759",0,11500 Jollyville Rd, Austin,TX,78759,1195,1855,1,2,APT,2023-10-25 18:16:07,30.41463689999999,-97.74982820000001
Centennial Place Apartments,"7001 S Congress Ave S, Austin, TX 78745",0,7001 S Congress Ave S, Austin,TX,78745,1130,1555,1,2,APT,2023-10-25 18:16:07,30.1892284,-97.77982829999999
Oakville Apartments,"7011 W Parmer Ln W, Austin, TX 78729",0,7011 W Parmer Ln W, Austin,TX,78729,1170,1290,1,4,APT,2023-10-25 18:16:07,30.4499317,-97.74884259999999
The Estate on Quarry Lake Apartment Homes,"4600 Seton Center Pky, Austin, TX 78759",0,4600 Seton Center Pky, Austin,TX,78759,1210,3914,1,0,APT,2023-10-25 18:16:07,30.4029182,-97.74205099999999
Chesapeake,"12300 Hymeadow Dr, Austin, TX 78750",0,12300 Hymeadow Dr, Austin,TX,78750,1349,1384,1,2,APT,2023-10-25 18:16:07,30.4541397,-97.79826279999999
The Michael At Presidio,"13535 Lyndhurst St, Austin, TX 78717",0,13535 Lyndhurst St, Austin,TX,78717,1325,1569,1,0,APT,2023-10-25 18:16:07,30.4760219,-97.7852175
Mackenzie Pointe Apartments,"1044 Camino La Costa, Austin, TX 78752",0,1044 Camino La Costa, Austin,TX,78752,1080,1350,1,2,APT,2023-10-25 18:16:07,30.3252649,-97.69930869999999
Mission James Place,"4009 Victory Dr, Austin, TX 78704",0,4009 Victory Dr, Austin,TX,78704,1379,1554,1,2,APT,2023-10-25 18:16:07,30.2344986,-97.7891758
The Villages at Ben White,"7000 E Ben White Blvd, Austin, TX 78741",0,7000 E Ben White Blvd, Austin,TX,78741,1239,0,1,2,APT,2023-10-25 18:16:07,30.2176506,-97.7022236
Still Waters at Southpark Meadows,"515 E Slaughter Ln, Austin, TX 78744",0,515 E Slaughter Ln, Austin,TX,78744,1115,1722,1,0,APT,2023-10-25 18:16:07,30.1630992,-97.77932279999999
Museo,"11266 Taylor Draper Ln, Austin, TX 78759",0,11266 Taylor Draper Ln, Austin,TX,78759,1100,1925,1,2,APT,2023-10-25 18:16:07,30.409422,-97.75344779999999
Bellrock La Frontera,"16304 FM 1325, Austin, TX 78728",0,16304 FM 1325, Austin,TX,78728,1405,1575,1,0,APT,2023-10-25 18:16:07,30.4744874,-97.6890844
Retreat at Barton Creek,"3816 S Lamar Blvd, Austin, TX 78704",0,3816 S Lamar Blvd, Austin,TX,78704,1375,5009,1,2,APT,2023-10-25 18:16:07,30.2399422,-97.7911297
Burnet Flats,"5453 Burnet Rd, Austin, TX 78756",0,5453 Burnet Rd, Austin,TX,78756,1391,3496,1,2,APT,2023-10-25 18:16:07,30.3300458,-97.73925129999999
Milan,"1720 W Wells Branch Pky, Austin, TX 78728",0,1720 W Wells Branch Pky, Austin,TX,78728,1200,1335,1,2,APT,2023-10-25 18:16:07,30.4403387,-97.67233879999999
Terrace Cove,"6201 Sneed Cove, Austin, TX 78744",0,6201 Sneed Cove, Austin,TX,78744,1075,1160,1,2,APT,2023-10-25 18:16:07,30.1937971,-97.76193909999999
MAA South Lamar,"1500 S Lamar Blvd, Austin, TX 78704",0,1500 S Lamar Blvd, Austin,TX,78704,1520,3455,1,0,APT,2023-10-25 18:16:07,30.2524369,-97.7645529
The Verandah,"8600 FM 620 N, Austin, TX 78726",0,8600 FM 620 N, Austin,TX,78726,1241,1817,1,3,APT,2023-10-25 18:16:07,30.4253023,-97.84542479999999
Grace Woods,"3209 S IH 35, Austin, TX 78741",0,3209 S IH 35, Austin,TX,78741,975,1255,1,2,APT,2023-10-25 18:16:07,30.224175,-97.7453184
Griffis Lakeline Station,"13425 N FM 620, Austin, TX 78717",0,13425 N FM 620, Austin,TX,78717,1277,1542,1,3,APT,2023-10-25 18:16:07,30.4712301,-97.785034
Venue on Guadalupe,"2815 Guadalupe St, Austin, TX 78705",0,2815 Guadalupe St, Austin,TX,78705,0,0,2,0,APT,2023-10-25 18:16:07,30.29406689999999,-97.7419673
Lakeline Parmer Lane,"10101 W Parmer Ln, Austin, TX 78717",0,10101 W Parmer Ln, Austin,TX,78717,1150,1510,1,2,APT,2023-10-25 18:16:07,30.4894754,-97.7729047
Lantana Hills,"7601 Rialto Blvd, Austin, TX 78735",0,7601 Rialto Blvd, Austin,TX,78735,1318,1418,1,0,APT,2023-10-25 18:16:07,30.2529614,-97.8733496
Willow Brook Apartments,"412 E William Cannon Dr E, Austin, TX 78745",0,412 E William Cannon Dr E, Austin,TX,78745,1145,1694,1,2,APT,2023-10-25 18:16:07,30.193076,-97.774227
Abelia Flats,"8225 N FM 620, Austin, TX 78726",0,8225 N FM 620, Austin,TX,78726,1260,1942,1,3,APT,2023-10-25 18:16:07,30.4196099,-97.8430424
Towne Oaks II Apartments,"615 Wonsley Dr E, Austin, TX 78753",0,615 Wonsley Dr E, Austin,TX,78753,1025,1200,1,2,APT,2023-10-25 18:16:07,30.3436703,-97.69971299999999
The Wayman,"3101 Wells Branch Pky, Austin, TX 78728",0,3101 Wells Branch Pky, Austin,TX,78728,1176,1918,1,2,APT,2023-10-25 18:16:07,30.4402644,-97.6938165
Creeks Edge,"1124 Rutland Dr, Austin, TX 78758",0,1124 Rutland Dr, Austin,TX,78758,1060,1195,1,2,APT,2023-10-25 18:16:07,30.3708861,-97.70259569999999
The Chelsea,"5106 N Lamar Blvd, Austin, TX 78751",0,5106 N Lamar Blvd, Austin,TX,78751,1395,1525,1,2,APT,2023-10-25 18:16:07,30.3189939,-97.7312101
Churchill Crossing Apartments,"14100 Thermal Dr, Austin, TX 78728",0,14100 Thermal Dr, Austin,TX,78728,1025,1270,1,2,APT,2023-10-25 18:16:07,30.4331798,-97.67664289999999
Renaissance at North Bend,"12345 Lamplight Village Ave, Austin, TX 78758",0,12345 Lamplight Village Ave, Austin,TX,78758,1129,2284,1,3,APT,2023-10-25 18:16:07,30.4116042,-97.6953698
Nexus at Goodnight Ranch,"2001 E Slaughter Ln, Austin, TX 78747",0,2001 E Slaughter Ln, Austin,TX,78747,1248,1428,1,0,APT,2023-10-25 18:16:07,30.1513686,-97.76349309999999
Salado at Walnut Creek Apartments,"2104 E Anderson Ln, Austin, TX 78752",0,2104 E Anderson Ln, Austin,TX,78752,975,1145,1,2,APT,2023-10-25 18:16:07,30.3332391,-97.67704260000001
Austin Parke,"400 W Anderson Ln, Austin, TX 78752",0,400 W Anderson Ln, Austin,TX,78752,1070,1220,1,2,APT,2023-10-25 18:16:07,30.3467801,-97.70830629999999
Sullivan,"2601 Scofield Ridge Pky, Austin, TX 78727",0,2601 Scofield Ridge Pky, Austin,TX,78727,1105,1475,1,2,APT,2023-10-25 18:16:07,30.4277104,-97.6965731
Rise At The Cameron,"1521 Reagan Hill Dr, Austin, TX 78752",0,1521 Reagan Hill Dr, Austin,TX,78752,1229,0,1,0,APT,2023-10-25 18:16:07,30.3258144,-97.6892153
The Morgan,"1801 Wells Branch Pky, Austin, TX 78728",0,1801 Wells Branch Pky, Austin,TX,78728,1110,1413,1,2,APT,2023-10-25 18:16:07,30.4347748,-97.6759484
Barton Hills Apartments,"1200 Barton Hills Dr, Austin, TX 78704",0,1200 Barton Hills Dr, Austin,TX,78704,1393,1934,1,2,APT,2023-10-25 18:16:07,30.2622968,-97.7739737
The Dexter,"744 W William Cannon Dr W, Austin, TX 78745",0,744 W William Cannon Dr W, Austin,TX,78745,1029,1499,1,2,APT,2023-10-25 18:16:07,30.1982481,-97.7888771
The Lodge at Merrilltown,"14745 Merrilltown, Austin, TX 78728",0,14745 Merrilltown, Austin,TX,78728,1185,1525,1,2,APT,2023-10-25 18:16:07,30.4505272,-97.69287519999999
Noble 2500,"2500 San Gabriel St, Austin, TX 78705",0,2500 San Gabriel St, Austin,TX,78705,0,0,2,4,APT,2023-10-25 18:16:07,30.2895933,-97.7478258
Terrastone Travesia,"3701 Quick Hill Rd, Austin, TX 78728",0,3701 Quick Hill Rd, Austin,TX,78728,1167,1969,1,2,APT,2023-10-25 18:16:07,30.4696594,-97.68910919999999
Parkview Terraces,"10101 S 1st St, Austin, TX 78748",0,10101 S 1st St, Austin,TX,78748,1253,2070,1,2,APT,2023-10-25 18:16:07,30.1573236,-97.79978489999999
AUBRY HILLS APARTMENTS,"8926 N Lamar Blvd, Austin, TX 78753",0,8926 N Lamar Blvd, Austin,TX,78753,1225,1428,1,2,APT,2023-10-25 18:16:07,30.3600571,-97.69981829999999
Cricket Hollow Apartments,"11441 N IH 35, Austin, TX 78753",0,11441 N IH 35, Austin,TX,78753,970,1270,1,2,APT,2023-10-25 18:16:07,30.3781687,-97.6724697
Moonlight Apartments,"5204 Charles Merle Dr, Austin, TX 78747",0,5204 Charles Merle Dr, Austin,TX,78747,1228,1902,1,2,APT,2023-10-25 18:16:07,30.156561,-97.76152499999999
Ladera Apartment Homes,"7500 S IH-35, Austin, TX 78745",0,7500 S IH-35, Austin,TX,78745,1134,1489,1,2,APT,2023-10-25 18:16:07,30.1823917,-97.7774546
Griffis at The Domain,"3001 Esperanza Xing, Austin, TX 78758",0,3001 Esperanza Xing, Austin,TX,78758,1381,1720,1,2,APT,2023-10-25 18:16:07,30.3985991,-97.72206659999999
Pebble Creek Apartments,"8805 N Plaza Dr, Austin, TX 78753",0,8805 N Plaza Dr, Austin,TX,78753,1035,1130,1,2,APT,2023-10-25 18:16:07,30.3493916,-97.68839020000001
College Houses Cooperatives,"2612 Guadalupe St, Austin, TX 78705",0,2612 Guadalupe St, Austin,TX,78705,754,1069,1,0,APT,2023-10-25 18:16:07,30.2918148,-97.74150159999999
Trails of Walnut Creek,"11511 Metric Blvd, Austin, TX 78758",0,11511 Metric Blvd, Austin,TX,78758,1050,1135,1,2,APT,2023-10-25 18:16:07,30.3945037,-97.70649949999999
Ascent at Quail Creek,"1200 Mearns Meadow Blvd, Austin, TX 78758",0,1200 Mearns Meadow Blvd, Austin,TX,78758,1135,0,1,0,APT,2023-10-25 18:16:07,30.371002,-97.7017687
Lamar Place Apartments,"6309 Burns St, Austin, TX 78752",0,6309 Burns St, Austin,TX,78752,1179,1529,1,2,APT,2023-10-25 18:16:07,30.3308356,-97.7209847
Century Travesia,"4301 Grand Avenue Pky, Austin, TX 78728",0,4301 Grand Avenue Pky, Austin,TX,78728,1130,1792,1,2,APT,2023-10-25 18:16:07,30.4676869,-97.68802339999999
ALMA Apartments,"9220 N Interstate 35, Austin, TX 78753",0,9220 N Interstate 35, Austin,TX,78753,1325,1455,1,0,APT,2023-10-25 18:16:07,30.35794509999999,-97.6897877
Ascent North,"12001 Dessau Rd, Austin, TX 78754",0,12001 Dessau Rd, Austin,TX,78754,1195,2241,1,2,APT,2023-10-25 18:16:07,30.3782801,-97.6513494
Goodnight Commons,"2022 E Slaughter Ln, Austin, TX 78747",0,2022 E Slaughter Ln, Austin,TX,78747,1214,0,1,2,APT,2023-10-25 18:16:07,30.1554154,-97.7622557
Bridges at Canyon View,"2500 E William Cannon Dr, Austin, TX 78744",0,2500 E William Cannon Dr, Austin,TX,78744,1214,0,1,2,APT,2023-10-25 18:16:07,30.18675189999999,-97.75871120000001
Montecito,"3111 Parker Ln, Austin, TX 78741",0,3111 Parker Ln, Austin,TX,78741,969,1199,1,2,APT,2023-10-25 18:16:07,30.2239094,-97.7419425
Signature 1909,"1909 Rio Grande St, Austin, TX 78705",0,1909 Rio Grande St, Austin,TX,78705,0,0,4,0,APT,2023-10-25 18:16:07,30.2835313,-97.7448318
Volume,"2604 Manor Rd, Austin, TX 78722",0,2604 Manor Rd, Austin,TX,78722,1169,1439,1,2,APT,2023-10-25 18:16:07,30.2854569,-97.714897
The Hedge Apartment Homes,"8300 N Interstate 35, AUSTIN, TX 78753",0,8300 N Interstate 35, AUSTIN,TX,78753,1125,1175,1,2,APT,2023-10-25 18:16:07,30.3461934,-97.69709879999999
Monterey Ranch,"4701 Staggerbrush Rd, Austin, TX 78749",0,4701 Staggerbrush Rd, Austin,TX,78749,1115,2080,1,2,APT,2023-10-25 18:16:07,30.2334404,-97.8383889
Canyon Creek,"11316 Jollyville Rd, Austin, TX 78759",0,11316 Jollyville Rd, Austin,TX,78759,970,1750,1,2,APT,2023-10-25 18:16:07,30.411293,-97.74831209999999
Sage Hill Apartment Homes,"7227 Hwy 290 E, Austin, TX 78723",0,7227 Hwy 290 E, Austin,TX,78723,1209,2209,1,2,APT,2023-10-25 18:16:07,30.322118,-97.68083449999999
Arrowhead Park Apartments,"605 Masterson Pass, Austin, TX 78753",0,605 Masterson Pass, Austin,TX,78753,1120,1145,1,3,APT,2023-10-25 18:16:07,30.3691122,-97.6910978
Avalon Palm Apartments,"9300 Northgate Blvd, Austin, TX 78758",0,9300 Northgate Blvd, Austin,TX,78758,1200,0,1,0,APT,2023-10-25 18:16:07,30.3734264,-97.71566059999999
Reveal at Onion Creek,"12000 S IH 35 Frontage Rd, Austin, TX 78747",0,12000 S IH 35 Frontage Rd, Austin,TX,78747,1216,2237,1,4,APT,2023-10-25 18:16:07,30.1307836,-97.8011509
Mesa Verde,"3201 Duval Rd, Austin, TX 78759",0,3201 Duval Rd, Austin,TX,78759,1175,2188,1,0,APT,2023-10-25 18:16:07,30.409206,-97.7187295
Ascent at Walnut Creek,"1804 W Rundberg Ln, Austin, TX 78758",0,1804 W Rundberg Ln, Austin,TX,78758,862,1120,1,0,APT,2023-10-25 18:16:07,30.3720939,-97.71381009999999
Rio West,"2704 Rio Grande St, Austin, TX 78705",0,2704 Rio Grande St, Austin,TX,78705,0,0,2,4,APT,2023-10-25 18:16:07,30.2927942,-97.7445561
Allegre Point- Income Restricted,"1833 Cheddar Loop, Austin, TX 78728",0,1833 Cheddar Loop, Austin,TX,78728,1049,1268,1,2,APT,2023-10-25 18:16:07,30.4459982,-97.6714629
Bridge at Turtle Creek,"6020 S 1st St, Austin, TX 78745",0,6020 S 1st St, Austin,TX,78745,975,1260,1,2,APT,2023-10-25 18:16:07,30.2031977,-97.784758
Arella Lakeline,"12700 Ridgeline Blvd, Cedar Park, TX 78613",0,12700 Ridgeline Blvd, Cedar Park,TX,78613,1208,2883,1,2,APT,2023-10-25 18:16:07,30.46796579999999,-97.8110519
Lakeline East Apartments,"2829 S Lakeline Blvd, Cedar Park, TX 78613",0,2829 S Lakeline Blvd, Cedar Park,TX,78613,1244,1952,1,0,APT,2023-10-25 18:16:07,30.4741849,-97.8070125
The Oaks at Techridge,"14000 The Lakes Blvd, Pflugerville, TX 78660",0,14000 The Lakes Blvd, Pflugerville,TX,78660,1198,1340,1,0,APT,2023-10-25 18:16:07,30.4249435,-97.6664833
Hollybrook Ranch,"2401 W Pflugerville Pky, Round Rock, TX 78664",0,2401 W Pflugerville Pky, Round Rock,TX,78664,1325,1385,1,2,APT,2023-10-25 18:16:07,30.47568009999999,-97.6628223
The Lodge at Lakeline Village,"2000 S Lakeline Blvd, Cedar Park, TX 78613",0,2000 S Lakeline Blvd, Cedar Park,TX,78613,1215,2260,1,0,APT,2023-10-25 18:16:07,30.4825032,-97.8218811
Regal Parc,"350 Cypress Creek Rd, Cedar Park, TX 78613",0,350 Cypress Creek Rd, Cedar Park,TX,78613,1186,1339,1,2,APT,2023-10-25 18:16:07,30.4969158,-97.8200075
Wells Park,"15001 Strathaven Pass, Pflugerville, TX 78660",0,15001 Strathaven Pass, Pflugerville,TX,78660,1320,4808,1,2,APT,2023-10-25 18:16:07,30.4354872,-97.65264959999999
Latitude at Presidio,"3440 Ranch Trails, Cedar Park, TX 78613",0,3440 Ranch Trails, Cedar Park,TX,78613,1161,1940,1,2,APT,2023-10-25 18:16:07,30.520258,-97.77218979999999
Cypress Gardens,"335 Cypress Creek Rd, Cedar Park, TX 78613",0,335 Cypress Creek Rd, Cedar Park,TX,78613,975,1600,1,2,APT,2023-10-25 18:16:07,30.500801,-97.8197812
Legends Lakeline,"9725 N Lake Creek Pky, Austin, TX 78717",0,9725 N Lake Creek Pky, Austin,TX,78717,1245,1891,1,0,APT,2023-10-25 18:16:07,30.47714999999999,-97.7933362
The Victoria,"709 Lamar Pl, Austin, TX 78752",0,709 Lamar Pl, Austin,TX,78752,1195,0,1,0,APT,2023-10-25 18:16:07,30.330886,-97.72202419999999
Iron Rock Ranch,"1215 W Slaughter Ln W, Austin, TX 78748",0,1215 W Slaughter Ln W, Austin,TX,78748,1395,1795,1,0,APT,2023-10-25 18:16:07,30.1723112,-97.814319
The Arts Apartments at South Austin,"400 W Saint Elmo Rd, Austin, TX 78745",0,400 W Saint Elmo Rd, Austin,TX,78745,1237,1896,1,2,APT,2023-10-25 18:16:07,30.2209064,-97.7702368
Cortland Bluff Springs,"7330 Bluff Springs Rd, Austin, TX 78744",0,7330 Bluff Springs Rd, Austin,TX,78744,1284,1472,1,0,APT,2023-10-25 18:16:07,30.1800491,-97.7700942
