name,address,amenities,street,city,state,zipcode,minprice,maxprice,minbed,maxbed,building_type,date,Latitude,Longitude,closest_theater_distance_miles,closest_grocery_distance_miles
Barton Hills Apartments,"1200 Barton Hills Dr, Austin, TX 78704",0,1200 Barton Hills Dr, Austin,TX,78704,1393,1934,1,2,APT,2023-10-25 18:16:07,30.2622968,-97.7739737,0.750307241137615,1.089250355902251
The Dexter,"744 W William Cannon Dr W, Austin, TX 78745",0,744 W William Cannon Dr W, Austin,TX,78745,1029,1499,1,2,APT,2023-10-25 18:16:07,30.1982481,-97.7888771,1.1410262808823326,1.3698219876365243
The Lodge at Merrilltown,"14745 Merrilltown, Austin, TX 78728",0,14745 Merrilltown, Austin,TX,78728,1185,1525,1,2,APT,2023-10-25 18:16:07,30.4505272,-97.6928752,1.7667883802999957,1.8032362856432804
Noble 2500,"2500 San Gabriel St, Austin, TX 78705",0,2500 San Gabriel St, Austin,TX,78705,0,0,2,4,APT,2023-10-25 18:16:07,30.2895933,-97.7478258,2.491377112309128,1.1445967395488224
Terrastone Travesia,"3701 Quick Hill Rd, Austin, TX 78728",0,3701 Quick Hill Rd, Austin,TX,78728,1167,1969,1,2,APT,2023-10-25 18:16:07,30.4696594,-97.6891092,2.1483503911572566,1.9478322463439797
Parkview Terraces,"10101 S 1st St, Austin, TX 78748",0,10101 S 1st St, Austin,TX,78748,1253,2070,1,2,APT,2023-10-25 18:16:07,30.1573236,-97.7997849,0.3889345014265423,0.3889345014265423
AUBRY HILLS APARTMENTS,"8926 N Lamar Blvd, Austin, TX 78753",0,8926 N Lamar Blvd, Austin,TX,78753,1225,1428,1,2,APT,2023-10-25 18:16:07,30.3600571,-97.6998183,2.0877732299677136,0.3369660065755932
Cricket Hollow Apartments,"11441 N IH 35, Austin, TX 78753",0,11441 N IH 35, Austin,TX,78753,970,1270,1,2,APT,2023-10-25 18:16:07,30.3781687,-97.6724697,3.923331780171575,1.7842111920890218
Moonlight Apartments,"5204 Charles Merle Dr, Austin, TX 78747",0,5204 Charles Merle Dr, Austin,TX,78747,1228,1902,1,2,APT,2023-10-25 18:16:07,30.156561,-97.761525,1.9044893009578567,1.7309496256700332
Ladera Apartment Homes,"7500 S IH-35, Austin, TX 78745",0,7500 S IH-35, Austin,TX,78745,1134,1489,1,2,APT,2023-10-25 18:16:07,30.1823917,-97.7774546,1.185892543175833,0.6899731196875445
Griffis at The Domain,"3001 Esperanza Xing, Austin, TX 78758",0,3001 Esperanza Xing, Austin,TX,78758,1381,1720,1,2,APT,2023-10-25 18:16:07,30.3985991,-97.7220666,1.3020191682074462,0.5460521978399195
Pebble Creek Apartments,"8805 N Plaza Dr, Austin, TX 78753",0,8805 N Plaza Dr, Austin,TX,78753,1035,1130,1,2,APT,2023-10-25 18:16:07,30.3493916,-97.6883902,2.865235890890214,1.2007369353875512
College Houses Cooperatives,"2612 Guadalupe St, Austin, TX 78705",0,2612 Guadalupe St, Austin,TX,78705,754,1069,1,0,APT,2023-10-25 18:16:07,30.2918148,-97.7415016,2.251480920536648,1.0783818722179135
Trails of Walnut Creek,"11511 Metric Blvd, Austin, TX 78758",0,11511 Metric Blvd, Austin,TX,78758,1050,1135,1,2,APT,2023-10-25 18:16:07,30.3945037,-97.7064995,2.044710010051211,1.1510997258897886
Ascent at Quail Creek,"1200 Mearns Meadow Blvd, Austin, TX 78758",0,1200 Mearns Meadow Blvd, Austin,TX,78758,1135,0,1,0,APT,2023-10-25 18:16:07,30.371002,-97.7017687,2.1119842545421816,0.49215158414023397
Lamar Place Apartments,"6309 Burns St, Austin, TX 78752",0,6309 Burns St, Austin,TX,78752,1179,1529,1,2,APT,2023-10-25 18:16:07,30.3308356,-97.7209847,2.180054828015204,1.2197582174437127
Century Travesia,"4301 Grand Avenue Pky, Austin, TX 78728",0,4301 Grand Avenue Pky, Austin,TX,78728,1130,1792,1,2,APT,2023-10-25 18:16:07,30.4676869,-97.6880234,2.0073997617311012,1.9480156257352232
ALMA Apartments,"9220 N Interstate 35, Austin, TX 78753",0,9220 N Interstate 35, Austin,TX,78753,1325,1455,1,0,APT,2023-10-25 18:16:07,30.35794509999999,-97.6897877,2.6896895633449893,0.6744101125521363
Ascent North,"12001 Dessau Rd, Austin, TX 78754",0,12001 Dessau Rd, Austin,TX,78754,1195,2241,1,2,APT,2023-10-25 18:16:07,30.3782801,-97.6513494,4.861453161190918,2.178228414199654
Goodnight Commons,"2022 E Slaughter Ln, Austin, TX 78747",0,2022 E Slaughter Ln, Austin,TX,78747,1214,0,1,2,APT,2023-10-25 18:16:07,30.1554154,-97.7622557,1.8615296878645824,1.7352266229532092
Bridges at Canyon View,"2500 E William Cannon Dr, Austin, TX 78744",0,2500 E William Cannon Dr, Austin,TX,78744,1214,0,1,2,APT,2023-10-25 18:16:07,30.18675189999999,-97.7587112,1.0313946461750898,0.6123303956756334
Montecito,"3111 Parker Ln, Austin, TX 78741",0,3111 Parker Ln, Austin,TX,78741,969,1199,1,2,APT,2023-10-25 18:16:07,30.2239094,-97.7419425,2.4314035421028906,1.2326528841282876
Signature 1909,"1909 Rio Grande St, Austin, TX 78705",0,1909 Rio Grande St, Austin,TX,78705,0,0,4,0,APT,2023-10-25 18:16:07,30.2835313,-97.7448318,2.1948161786781086,0.7279193765602233
Volume,"2604 Manor Rd, Austin, TX 78722",0,2604 Manor Rd, Austin,TX,78722,1169,1439,1,2,APT,2023-10-25 18:16:07,30.2854569,-97.714897,1.0942575678672228,1.0637779749662764
The Hedge Apartment Homes,"8300 N Interstate 35, AUSTIN, TX 78753",0,8300 N Interstate 35, AUSTIN,TX,78753,1125,1175,1,2,APT,2023-10-25 18:16:07,30.3461934,-97.6970988,2.444889006286429,1.2777530314970567
Monterey Ranch,"4701 Staggerbrush Rd, Austin, TX 78749",0,4701 Staggerbrush Rd, Austin,TX,78749,1115,2080,1,2,APT,2023-10-25 18:16:07,30.2334404,-97.8383889,2.3553065477220554,0.8414320766821671
Canyon Creek,"11316 Jollyville Rd, Austin, TX 78759",0,11316 Jollyville Rd, Austin,TX,78759,970,1750,1,2,APT,2023-10-25 18:16:07,30.411293,-97.7483121,1.7057201219139537,0.8793720997327297
Sage Hill Apartment Homes,"7227 Hwy 290 E, Austin, TX 78723",0,7227 Hwy 290 E, Austin,TX,78723,1209,2209,1,2,APT,2023-10-25 18:16:07,30.322118,-97.6808345,2.1580952481017115,1.1799446204095096
Arrowhead Park Apartments,"605 Masterson Pass, Austin, TX 78753",0,605 Masterson Pass, Austin,TX,78753,1120,1145,1,3,APT,2023-10-25 18:16:07,30.3691122,-97.6910978,2.681909276040087,0.5126346348954094
Avalon Palm Apartments,"9300 Northgate Blvd, Austin, TX 78758",0,9300 Northgate Blvd, Austin,TX,78758,1200,0,1,0,APT,2023-10-25 18:16:07,30.3734264,-97.7156606,1.4706970421926042,1.21495595847945
Reveal at Onion Creek,"12000 S IH 35 Frontage Rd, Austin, TX 78747",0,12000 S IH 35 Frontage Rd, Austin,TX,78747,1216,2237,1,4,APT,2023-10-25 18:16:07,30.1307836,-97.8011509,1.8174285064193454,1.8174285064193454
Mesa Verde,"3201 Duval Rd, Austin, TX 78759",0,3201 Duval Rd, Austin,TX,78759,1175,2188,1,0,APT,2023-10-25 18:16:07,30.409206,-97.7187295,1.948859403689144,0.21576408515581147
Ascent at Walnut Creek,"1804 W Rundberg Ln, Austin, TX 78758",0,1804 W Rundberg Ln, Austin,TX,78758,862,1120,1,0,APT,2023-10-25 18:16:07,30.3720939,-97.7138101,1.5051512509761573,1.0737421649616632
Rio West,"2704 Rio Grande St, Austin, TX 78705",0,2704 Rio Grande St, Austin,TX,78705,0,0,2,4,APT,2023-10-25 18:16:07,30.2927942,-97.7445561,2.4180068761184654,1.2154542579269823
Allegre Point- Income Restricted,"1833 Cheddar Loop, Austin, TX 78728",0,1833 Cheddar Loop, Austin,TX,78728,1049,1268,1,2,APT,2023-10-25 18:16:07,30.4459982,-97.6714629,0.4989520132227814,0.5025799340378266
Bridge at Turtle Creek,"6020 S 1st St, Austin, TX 78745",0,6020 S 1st St, Austin,TX,78745,975,1260,1,2,APT,2023-10-25 18:16:07,30.2031977,-97.784758,0.9588799596136159,1.3795094162658688
Arella Lakeline,"12700 Ridgeline Blvd, Cedar Park, TX 78613",0,12700 Ridgeline Blvd, Cedar Park,TX,78613,1208,2883,1,2,APT,2023-10-25 18:16:07,30.46796579999999,-97.8110519,0.7114857495310231,0.7114857495310231
Lakeline East Apartments,"2829 S Lakeline Blvd, Cedar Park, TX 78613",0,2829 S Lakeline Blvd, Cedar Park,TX,78613,1244,1952,1,0,APT,2023-10-25 18:16:07,30.4741849,-97.8070125,0.2368817852579102,0.2368817852579102
The Oaks at Techridge,"14000 The Lakes Blvd, Pflugerville, TX 78660",0,14000 The Lakes Blvd, Pflugerville,TX,78660,1198,1340,1,0,APT,2023-10-25 18:16:07,30.4249435,-97.6664833,1.595035879803029,1.2204183141503546
Hollybrook Ranch,"2401 W Pflugerville Pky, Round Rock, TX 78664",0,2401 W Pflugerville Pky, Round Rock,TX,78664,1325,1385,1,2,APT,2023-10-25 18:16:07,30.47568009999999,-97.6628223,1.9215992455118693,0.4176878784402434
The Lodge at Lakeline Village,"2000 S Lakeline Blvd, Cedar Park, TX 78613",0,2000 S Lakeline Blvd, Cedar Park,TX,78613,1215,2260,1,0,APT,2023-10-25 18:16:07,30.4825032,-97.8218811,1.170004344466288,1.170004344466288
Regal Parc,"350 Cypress Creek Rd, Cedar Park, TX 78613",0,350 Cypress Creek Rd, Cedar Park,TX,78613,1186,1339,1,2,APT,2023-10-25 18:16:07,30.4969158,-97.8200075,1.7363283213925833,1.7363283213925833
Wells Park,"15001 Strathaven Pass, Pflugerville, TX 78660",0,15001 Strathaven Pass, Pflugerville,TX,78660,1320,4808,1,2,APT,2023-10-25 18:16:07,30.4354872,-97.6526496,1.0678759343034265,0.8348645927549871
Latitude at Presidio,"3440 Ranch Trails, Cedar Park, TX 78613",0,3440 Ranch Trails, Cedar Park,TX,78613,1161,1940,1,2,APT,2023-10-25 18:16:07,30.520258,-97.7721898,3.5826078098754333,1.1618324705255834
Cypress Gardens,"335 Cypress Creek Rd, Cedar Park, TX 78613",0,335 Cypress Creek Rd, Cedar Park,TX,78613,975,1600,1,2,APT,2023-10-25 18:16:07,30.500801,-97.8197812,1.9579800763637847,1.567302145194814
Legends Lakeline,"9725 N Lake Creek Pky, Austin, TX 78717",0,9725 N Lake Creek Pky, Austin,TX,78717,1245,1891,1,0,APT,2023-10-25 18:16:07,30.47714999999999,-97.7933362,0.6214908060058127,0.32863823270172454
The Victoria,"709 Lamar Pl, Austin, TX 78752",0,709 Lamar Pl, Austin,TX,78752,1195,0,1,0,APT,2023-10-25 18:16:07,30.330886,-97.7220242,2.1540769515683875,1.1583909108577548
Iron Rock Ranch,"1215 W Slaughter Ln W, Austin, TX 78748",0,1215 W Slaughter Ln W, Austin,TX,78748,1395,1795,1,0,APT,2023-10-25 18:16:07,30.1723112,-97.814319,1.6726053242255257,0.6999558110315609
The Arts Apartments at South Austin,"400 W Saint Elmo Rd, Austin, TX 78745",0,400 W Saint Elmo Rd, Austin,TX,78745,1237,1896,1,2,APT,2023-10-25 18:16:07,30.2209064,-97.7702368,1.567871381038921,1.686654491684582
Cortland Bluff Springs,"7330 Bluff Springs Rd, Austin, TX 78744",0,7330 Bluff Springs Rd, Austin,TX,78744,1284,1472,1,0,APT,2023-10-25 18:16:07,30.1800491,-97.7700942,1.2554918902771364,0.6156242728135833
Twelve100 Apartments,"12100 Metric Blvd, Austin, TX 78758",0,12100 Metric Blvd, Austin,TX,78758,1186,2314,1,2,APT,2023-10-25 18:16:07,30.403785,-97.7006331,2.5900317373465094,0.9443520472383802
Park at Wells Branch Apartments,"1915 Wells Branch Pky, Austin, TX 78728",0,1915 Wells Branch Pky, Austin,TX,78728,1070,1313,1,2,APT,2023-10-25 18:16:07,30.4332432,-97.6800129,1.415686735535564,1.1441447844218102
Cortland Onion Creek,"1900 Onion Creek Pky, Austin, TX 78748",0,1900 Onion Creek Pky, Austin,TX,78748,1395,1585,1,0,APT,2023-10-25 18:16:07,30.1383286,-97.8000385,1.2981956773582453,1.2981956773582453
Lakeshore Pearl,"2223 Waterloo City Ln, Austin, TX 78741",0,2223 Waterloo City Ln, Austin,TX,78741,1458,1560,1,0,APT,2023-10-25 18:16:07,30.2414963,-97.7235841,2.593860373816014,0.35989647992845686
The Nest,"6707 Berkman Dr, Austin, TX 78723",0,6707 Berkman Dr, Austin,TX,78723,1049,1299,1,0,APT,2023-10-25 18:16:07,30.319886,-97.688576,1.7562049284303223,1.4611304346546172
Axis West Campus,"2505 Longview St, Austin, TX 78705",0,2505 Longview St, Austin,TX,78705,1527,0,1,4,APT,2023-10-25 18:16:07,30.2901609,-97.75045550000002,2.473706867458402,1.2815700022807541
Logans Mill,"1912 E William Cannon Dr, Austin, TX 78744",0,1912 E William Cannon Dr, Austin,TX,78744,1054,1884,1,2,APT,2023-10-25 18:16:07,30.1907404,-97.7635289,0.6370459287409493,0.332818419180293
Oxford at Tech Ridge,"305 E Yager Ln, Austin, TX 78753",0,305 E Yager Ln, Austin,TX,78753,1190,1300,1,2,APT,2023-10-25 18:16:07,30.3959509,-97.6675702,3.5961385477947716,0.6307214293118878
Gardens at Anderson Square,"7908 Gault St, Austin, TX 78757",0,7908 Gault St, Austin,TX,78757,1295,1495,1,2,APT,2023-10-25 18:16:07,30.3509558,-97.7183544,1.1658978397552149,1.5403320467912602
The Square,"4316 Bull Creek Rd, Austin, TX 78731",0,4316 Bull Creek Rd, Austin,TX,78731,1100,0,1,0,APT,2023-10-25 18:16:07,30.3184298,-97.755464,3.126760794046577,1.401572511216979
Vi Collina,"2401 E Oltorf St, Austin, TX 78741",0,2401 E Oltorf St, Austin,TX,78741,1250,1683,1,2,APT,2023-10-25 18:16:07,30.228316,-97.7298311,2.786980523359346,0.7239424951351643
Argosy at Crestview,"1003 Justin Ln, Austin, TX 78757",0,1003 Justin Ln, Austin,TX,78757,1008,2628,1,2,APT,2023-10-25 18:16:07,30.3373173,-97.7222788,1.7391340841792333,1.1347930554486623
Delwood Station,"1230 E 38th 1/2 St, Austin, TX 78722",0,1230 E 38th 1/2 St, Austin,TX,78722,1169,0,1,2,APT,2023-10-25 18:16:07,30.2944199,-97.7170605,0.7975419798394765,0.4485501832324605
Elysium Grand,"3300 Oak Creek Dr, Austin, TX 78727",0,3300 Oak Creek Dr, Austin,TX,78727,1010,1668,1,3,APT,2023-10-25 18:16:07,30.42789519999999,-97.7055648,2.867450926432178,0.7485504175743537
The Heights at 8721,"8721 Eastern Heights Blvd, Austin, TX 78724",0,8721 Eastern Heights Blvd, Austin,TX,78724,1250,0,1,2,APT,2023-10-25 18:16:07,30.3288646,-97.6376922,4.505851216766522,1.8693760547010423
Balcones Club Apartments,"9218 Balcones Club Dr, Austin, TX 78750",0,9218 Balcones Club Dr, Austin,TX,78750,1066,1416,1,2,APT,2023-10-25 18:16:07,30.4415944,-97.7849983,2.6303510609194065,0.895199482401122
Villas on Rio,"2111 Rio Grande St, Austin, TX 78705",0,2111 Rio Grande St, Austin,TX,78705,0,0,2,5,APT,2023-10-25 18:16:07,30.2849888,-97.7447971,2.283056486600246,0.790698834141125
Waterloo Flats,"1300 Pleasant Valley Rd S, Austin, TX 78741",0,1300 Pleasant Valley Rd S, Austin,TX,78741,956,1252,1,2,APT,2023-10-25 18:16:07,30.240509,-97.7194575,2.847414407115844,0.3246136539899921
Los Portales de Lena Guerrero,"5225 Jain Ln, Austin, TX 78721",0,5225 Jain Ln, Austin,TX,78721,871,1250,1,3,APT,2023-10-25 18:16:07,30.2632532,-97.6891037,2.6076123776628446,1.3684846475020456
Aspire at Onion Creek,"2333 Cascades Ave, Austin, TX 78747",0,2333 Cascades Ave, Austin,TX,78747,556,1299,1,3,APT,2023-10-25 18:16:07,30.1317155,-97.7945253,1.6943942253968254,1.6943942253968254
Enclave at La Frontera,"2800 La Frontera Blvd, Round Rock, TX 78681",0,2800 La Frontera Blvd, Round Rock,TX,78681,1151,1555,1,2,APT,2023-10-25 18:16:07,30.478205,-97.6856071,2.4790324868330353,1.5913203995360283
24 Longview,"2401 Longview, Austin, TX 78705",0,2401 Longview, Austin,TX,78705,1029,0,1,3,APT,2023-10-25 18:16:07,30.2888124,-97.7505404,2.383847486990627,1.2223063926305922
The Garrison,"1801 Fortview Rd, Austin, TX 78704",0,1801 Fortview Rd, Austin,TX,78704,1274,0,1,0,APT,2023-10-25 18:16:07,30.2298761,-97.7859045,0.787584847332777,2.0525121469148093
Forest Park Apartment Homes,"1088 Park Plz, Austin, TX 78753",0,1088 Park Plz, Austin,TX,78753,1232,0,1,2,APT,2023-10-25 18:16:07,30.34879,-97.6841055,3.122919246463297,1.374340771582669
Settlers Creek Apartments,"8001 Hwy 71 W, Austin, TX 78736",0,8001 Hwy 71 W, Austin,TX,78736,0,0,2,0,APT,2023-10-25 18:16:07,30.2442157,-97.885443,3.2915114455261585,1.146277976881705
Altair Tech Ridge,"12408 Dessau Rd, Austin, TX 78754",0,12408 Dessau Rd, Austin,TX,78754,1299,1494,1,0,APT,2023-10-25 18:16:07,30.3900541,-97.6475634,4.104424198572248,1.7646349671068158
Windsor South Congress,"8103 S Congress Ave, Austin, TX 78745",0,8103 S Congress Ave, Austin,TX,78745,1500,2991,1,3,APT,2023-10-25 18:16:07,30.177415,-97.7833886,1.5818951084522597,0.6042366670712815
Lenox SOCO,"135 Foremost Dr, Austin, TX 78745",0,135 Foremost Dr, Austin,TX,78745,1375,1675,1,0,APT,2023-10-25 18:16:07,30.178211,-97.7814459,1.5482696903249331,0.6993491637645348
Burl Apartments,"2414 Ventura Dr, Austin, TX 78741",0,2414 Ventura Dr, Austin,TX,78741,1099,1224,1,2,APT,2023-10-25 18:16:07,30.2170309,-97.7350502,2.446943035846279,1.5456691149634643
WATERS PARK,"3401 W PARMER Ln, AUSTIN, TX 78727",0,3401 W PARMER Ln, AUSTIN,TX,78727,1176,1358,1,2,APT,2023-10-25 18:16:07,30.420887,-97.7121251,2.82757455635132,0.6059833821998928
The Vibe,"1070 Mearns Meadow Blvd, Austin, TX 78758",0,1070 Mearns Meadow Blvd, Austin,TX,78758,1293,4088,1,2,APT,2023-10-25 18:16:07,30.368124,-97.6999131,2.1557355193214596,0.26481692226701775
MAA Canyon Creek,"9501 N FM 620, Austin, TX 78726",0,9501 N FM 620, Austin,TX,78726,1138,1883,1,0,APT,2023-10-25 18:16:07,30.43489199999999,-97.8400099,3.574453784093853,1.4310051903870313
Ten Oaks,"12612 N Lamar Blvd, Austin, TX 78753",0,12612 N Lamar Blvd, Austin,TX,78753,1519,0,1,3,APT,2023-10-25 18:16:07,30.4104371,-97.6782482,2.734133411675894,0.5628430086037192
Fashionaire,"1405-1407 W North Loop Blvd, Austin, TX 78756",0,1405-1407 W North Loop Blvd, Austin,TX,78756,1175,0,1,2,APT,2023-10-25 18:16:07,30.324293,-97.7366627,2.4719649485326527,0.7465675220332205
Cedar + Sage,"5704-5902 Cougar Dr, Austin, TX 78745",0,5704-5902 Cougar Dr, Austin,TX,78745,0,0,2,0,APT,2023-10-25 18:16:07,30.2083071,-97.7858874,1.1883746463979854,1.6913285819991155
Highlands Hill Country,"3014 W William Cannon Dr, Austin, TX 78745",0,3014 W William Cannon Dr, Austin,TX,78745,1321,2210,1,2,APT,2023-10-25 18:16:07,30.2104789,-97.8215945,1.9349980383957632,0.6863482553487876
Mandalay Apartment Homes,"12443 Tech Ridge Blvd, Austin, TX 78753",0,12443 Tech Ridge Blvd, Austin,TX,78753,1200,1765,1,0,APT,2023-10-25 18:16:07,30.3981501,-97.6637939,3.4355761870835337,0.6525991523563947
Wildflower Terrace - 55+ Living,"3801 Berkman Dr, Austin, TX 78723",0,3801 Berkman Dr, Austin,TX,78723,1500,0,1,0,APT,2023-10-25 18:16:07,30.2905045,-97.6983968,0.666982265494231,0.7324560233649823
The Hamilton,"2200 Panther Trl, Austin, TX 78704",0,2200 Panther Trl, Austin,TX,78704,1425,0,1,0,APT,2023-10-25 18:16:07,30.2377529,-97.7871572,0.8653773608665336,1.9437598936688048
Villas at Mueller,"6103 Manor Rd, Austin, TX 78723",0,6103 Manor Rd, Austin,TX,78723,1075,0,1,2,APT,2023-10-25 18:16:07,30.30756,-97.67805,1.7004519672604448,0.958238744871398
MAA Sunset Valley,"5800 Brodie Ln, Austin, TX 78745",0,5800 Brodie Ln, Austin,TX,78745,1313,2638,1,2,APT,2023-10-25 18:16:07,30.225266,-97.8255654,1.6243679908457453,0.6916816252955844
The Arbors of Wells Branch Apartments,"1831 Wells Branch Pky, Austin, TX 78728",0,1831 Wells Branch Pky, Austin,TX,78728,1158,2558,1,2,APT,2023-10-25 18:16:07,30.4342202,-97.6792824,1.33711666598793,1.0708296621284232
Windsor Oak Hill,"6701 Rialto Blvd, Austin, TX 78735",0,6701 Rialto Blvd, Austin,TX,78735,1540,3087,1,0,APT,2023-10-25 18:16:07,30.2483337,-97.8602959,3.4606484113343474,2.1673329859013832
Barton Ridge Apartments,"1501 Kinney Ave, Austin, TX 78704",0,1501 Kinney Ave, Austin,TX,78704,1425,0,1,0,APT,2023-10-25 18:16:07,30.2537643,-97.7661672,0.22861293158263798,1.2399954804511888
The Oaks at Ben White,"6936 E Ben White Blvd, Austin, TX 78741",0,6936 E Ben White Blvd, Austin,TX,78741,1411,1469,1,0,APT,2023-10-25 18:16:07,30.2153146,-97.7025957,4.181392410448195,1.8692356907889405
The Ivy Apartments,"8912 N Lamar Blvd, Austin, TX 78753",0,8912 N Lamar Blvd, Austin,TX,78753,1160,1384,1,2,APT,2023-10-25 18:16:07,30.3586876,-97.700369,2.0570645624143657,0.4371228407276315
Madison at the Arboretum,"10307 Morado Cove, Austin, TX 78759",0,10307 Morado Cove, Austin,TX,78759,1275,2250,1,2,APT,2023-10-25 18:16:07,30.4015249,-97.752705,1.2231115768101528,0.3331686467156094
The Robinson on Melrose,"6511 Melrose Trl, Austin, TX 78727",0,6511 Melrose Trl, Austin,TX,78727,0,0,2,4,APT,2023-10-25 18:16:07,30.440866,-97.7497708,3.7203632748038307,0.4341704664707479
MAA Onion Creek,"1901 Onion Creek Pky, Austin, TX 78748",0,1901 Onion Creek Pky, Austin,TX,78748,1198,2368,1,2,APT,2023-10-25 18:16:07,30.1373298,-97.7996219,1.3570433903592847,1.3570433903592847
Ashford Costa Azure,"1630 Rutland Dr, Austin, TX 78758",0,1630 Rutland Dr, Austin,TX,78758,1329,1339,1,2,APT,2023-10-25 18:16:07,30.3732428,-97.7123305,1.6226372062262346,1.0401988564951188
The Shiloh,"6811 Old Bee Caves Rd, Austin, TX 78735",0,6811 Old Bee Caves Rd, Austin,TX,78735,1531,1866,1,2,APT,2023-10-25 18:16:07,30.2363833,-97.8714112,2.601861312256205,1.140273058395609
MAA Barton Skyway,"2901 Barton Skyway, Austin, TX 78746",0,2901 Barton Skyway, Austin,TX,78746,1328,2668,1,2,APT,2023-10-25 18:16:07,30.2588484,-97.78985620000002,1.5793318494999138,0.7797570515969348
Easton Hills,"1900 Burton Dr, Austin, TX 78741",0,1900 Burton Dr, Austin,TX,78741,1149,0,1,0,APT,2023-10-25 18:16:07,30.2347058,-97.7312525,2.434414069033654,0.5555139909014929
Ashford Costa Perla,"401 Masterson Pass, Austin, TX 78753",0,401 Masterson Pass, Austin,TX,78753,1175,1325,1,0,APT,2023-10-25 18:16:07,30.3703751,-97.6896545,2.7867060491687443,0.6340551240774104
Milo,"3220 Duval Rd, Austin, TX 78759",0,3220 Duval Rd, Austin,TX,78759,1061,2691,1,2,APT,2023-10-25 18:16:07,30.4116591,-97.7148472,2.228777247864846,0.48432977944248884
The Lowell at Mueller,"1200-1201 Broadmoor Dr, Austin, TX 78723",0,1200-1201 Broadmoor Dr, Austin,TX,78723,0,0,1,2,APT,2023-10-25 18:16:07,30.3114096,-97.7053527,0.8897733560793665,0.791482997437063
Radius on Grove,"2301 Grove Blvd, Austin, TX 78741",0,2301 Grove Blvd, Austin,TX,78741,1375,1405,1,0,APT,2023-10-25 18:16:07,30.2232995,-97.707007,4.070259953060388,1.2815197313450293
Point South and Bridgehollow,"1910 Willow Creek Dr, Austin, TX 78741",0,1910 Willow Creek Dr, Austin,TX,78741,1034,1099,1,2,APT,2023-10-25 18:16:07,30.23123,-97.7313162,2.5851026200651908,0.6540437391130515
Patten West,"2207 Wickersham Ln, Austin, TX 78741",0,2207 Wickersham Ln, Austin,TX,78741,1259,1594,1,2,APT,2023-10-25 18:16:07,30.2289703,-97.7207517,3.1735992681664498,0.5225378497671139
Vue At The Cameron,"7247 Cameron Rd, Austin, TX 78752",0,7247 Cameron Rd, Austin,TX,78752,1199,1249,1,2,APT,2023-10-25 18:16:07,30.3275477,-97.6909539,2.1620922286226114,1.8902148571819846
Le Med Apartments,"1200 W 40th St, Austin, TX 78756",0,1200 W 40th St, Austin,TX,78756,1189,1289,1,2,APT,2023-10-25 18:16:07,30.3092341,-97.743626,2.44359381459187,1.4899881603630312
Flora,"5406 Middle Fiskville Rd, Austin, TX 78751",0,5406 Middle Fiskville Rd, Austin,TX,78751,1330,1715,1,2,APT,2023-10-25 18:16:07,30.31687699999999,-97.7148989,1.4080914004286251,1.2311539088562566
Landmark at Barton Creek,"1781 Spyglass Dr, Austin, TX 78746",0,1781 Spyglass Dr, Austin,TX,78746,1126,1475,1,0,APT,2023-10-25 18:16:07,30.2584421,-97.7916019,1.680036963513327,0.8148610117376008
Polaris on the Park - Renovated Apartments...,"1710-1720 Woodward St, Austin, TX 78741",0,1710-1720 Woodward St, Austin,TX,78741,1199,0,1,2,APT,2023-10-25 18:16:07,30.2213538,-97.7449168,2.1811617112114465,1.3231670441128407
MAA West Austin,"4330 Bull Creek Rd, Austin, TX 78731",0,4330 Bull Creek Rd, Austin,TX,78731,1290,3065,1,0,APT,2023-10-25 18:16:07,30.3193122,-97.7550052,3.0599440843421566,1.336762088745208
Oasis at the Speedway,"3501-3503 Speedway, Austin, TX 78705",0,3501-3503 Speedway, Austin,TX,78705,1100,1125,1,2,APT,2023-10-25 18:16:07,30.2995366,-97.7339258,1.7521798062776996,0.7645026996630536
Polo Club,"8519 Cahill Dr, Austin, TX 78729",0,8519 Cahill Dr, Austin,TX,78729,1035,1607,1,2,APT,2023-10-25 18:16:07,30.4437528,-97.7718713,2.9296748838220825,0.6586925844522132
9500,"9500 Dessau Rd, Austin, TX 78754",0,9500 Dessau Rd, Austin,TX,78754,1222,4107,1,2,APT,2023-10-25 18:16:07,30.352759,-97.6756041,3.56712101379221,1.5677859574502633
Windsor Republic Place,"5708 W Parmer Ln, Austin, TX 78727",0,5708 W Parmer Ln, Austin,TX,78727,1375,2596,1,0,APT,2023-10-25 18:16:07,30.43906999999999,-97.7368517,3.553979007772895,0.3769289210863178
Windsor Burnet,"10301 Burnet Rd, Austin, TX 78758",0,10301 Burnet Rd, Austin,TX,78758,1335,2690,1,2,APT,2023-10-25 18:16:07,30.386587,-97.7224061,1.0447765066365156,1.162151521566396
Union on San Antonio,"2011 San Antonio St, Austin, TX 78705",0,2011 San Antonio St, Austin,TX,78705,0,0,4,0,APT,2023-10-25 18:16:07,30.2833669,-97.7427952,2.249671628718253,0.6269258103609419
Keystone Apartments,"5230 Thunder Creek Rd, Austin, TX 78759",0,5230 Thunder Creek Rd, Austin,TX,78759,990,1519,1,2,APT,2023-10-25 18:16:07,30.4166834,-97.7438991,2.016822905550191,1.2788751554832694
Urban Villas,"4411 Airport Blvd, Austin, TX 78722",0,4411 Airport Blvd, Austin,TX,78722,1345,1445,1,2,APT,2023-10-25 18:16:07,30.3009057,-97.7130092,0.5287513556502373,0.4887593485910429
